record_id,source_row,street,city,postal_code,country,latitude,longitude,shipment_number,carrier,weight_kg,status,dispatch_date,quality_note
log-000000335,335,  Schemaweg   116,Datenheim,22865,Deutschland,54.8376699,9.4565782,SHP-500335,DemoLogistik,468.34,verloren,2025/02/05,synthetic-normal
log-000000336,336,Schemaweg 117,Ostfeld,30784,deu,53.7979918,11.8654022,SHP-500336,DemoLogistik,387.06,verloren,06.02.2025,synthetic-normal
log-000000337,337,Datenstrasse 118,Vektorstetten,38703,DE,53.4132071,13.3739503,SHP-500337,Beispielkurier,628.89,verloren,2025-02-07,synthetic-normal
log-000000338,338,Pipelineweg 114 ,SÜDWINKEL,24847,D,48.1450201,8.4505345,SHP-500113,Musterfracht,492.32,angekuendigt,2025-04-24,synthetic-normal
log-000000339,339,Prüfsummenstr. 120,Datenheim,54541,DE,54.4874405,13.3461044,SHP-500339,Beispielkurier,744.55,verloren,2025-02-09,synthetic-normal
log-000000340,340,Schemaweg 121,Datenheim,62460,deu,51.9754439,12.0010243,SHP-500340,Musterfracht,643.15,unterwegs,2025-02-10,synthetic-normal
log-000000341,341,  Koordinatenplatz   122,Südwinkel,70379,DE,6.431278,52.9006341,SHP-500341,SynthExpress,,zugestellt,11/02/2025,synthetic-error
log-000000342,342,  Qualitätsring   123, Datenheim ,78298,DE,49.284417,9.5456386,SHP-500342,SynthExpress,485.13,angekuendigt,12/02/2025,synthetic-normal
log-000000343,343,  Schemaweg   124,Datenheim,86217,D,53.1517507,200.0,SHP-500343,Beispielkurier,schwer,verloren,2025-02-13,synthetic-error
log-000000344,344,Qualitätsring 125,Ostfeld,14136,Deutschland,51.2254321,5.8894534,SHP-500344,Musterfracht,630.95,unterwegs,14/02/2025,synthetic-normal
log-000000345,345,Pipelineweg 126,Westbogen,22055,deu,54.0968035,8.2754972,SHP-500345,DemoLogistik,656.88,verloren,15.02.2025,synthetic-normal
log-000000346,346,Qualitätsring 127,Datenheim,29974,Deutschland,48.4855663,6.7815415,SHP-500346,SynthExpress,212.4,verloren,2025-02-16,synthetic-normal
log-000000347,347,Spaltenweg 128,Ostfeld,37893,Deutschland,51.0301207,14.8564311,SHP-500347,Musterfracht,33.91,verloren,17.02.2025,synthetic-normal
log-000000348,348,  Prüfsummenstraße   129,Nordhafen,45812,Deutschland,50.2922486,12.1143155,SHP-500348,DemoLogistik,420.64,verloren,2025-02-18,synthetic-normal
log-000000349,349,Datenstrasse 130,Nordhafen,53731,Deutschland,50.0481777,13.7289466,SHP-500349,DemoLogistik,551.4,zugestellt,19.02.2025,synthetic-normal
log-000000350,350,  Vektorallee   131,Ostfeld,61650,Deutschland,50.0745927,9.4854519,SHP-500350,Beispielkurier,274.54,unterwegs,20.02.2025,synthetic-normal
log-000000351,351,Schemaweg 132, Ostfeld ,69569,deu,48.4084124,14.6241609,SHP-500351,DemoLogistik,651.37,verloren,2025-02-21,synthetic-normal
log-000000352,352,  Koordinatenplatz   133,Datenheim,77488,DE,50.3278545,12.1529972,SHP-500352,SynthExpress,796.45,unterwegs,22/02/2025,synthetic-normal
log-000000353,353,Koordinatenplatz 134,Datenheim,85407,Deutschland,49.9154661,9.5882003,SHP-500353,Musterfracht,359.94,unterwegs,23.02.2025,synthetic-normal
log-000000354,354,  Spaltenweg   135,Ostfeld,13326,Deutschland,50.8245158,14.6006688,SHP-500354,DemoLogistik,260.14,zugestellt,2025/02/24,synthetic-normal
log-000000355,355,Pipelineweg 136,Südwinkel,21245,Deutschland,49.7082746,8.4804784,SHP-500355,Musterfracht,679.14,verloren,25/02/2025,synthetic-normal
log-000000356,356,  Spaltenweg   137,Nordhafen,29164,deu,52.8310704,11.8906074,SHP-500356,SynthExpress,751.02,unterwegs,26.02.2025,synthetic-normal
log-000000357,357,Datenstraße 138,Datenheim,37083,DE,-100,11.48654,SHP-500357,SynthExpress,,verloren,27/02/2025,synthetic-error
log-000000358,358,Vektorallee 139,Westbogen,45002,Deutschland,53.8682327,10.09818,SHP-500358,Musterfracht,101.22,verloren,28.02.2025,synthetic-normal
log-000000359,359,  Spaltenweg   140,Vektorstetten,52921,Deutschland,54.207816,10.2311955,SHP-500359,DemoLogistik,141.71,angekuendigt,2025/03/01,synthetic-normal
log-000000360,360,Datenstraße 141, Südwinkel ,60840,Deutschland,49.4793931,10.7229098,SHP-500360,Beispielkurier,124.66,verloren,02/03/2025,synthetic-normal
log-000000361,361,  Schemaweg   1,Ostfeld,72180,DE,10.7464293,52.1680834,SHP-500220,DemoLogistik,,zugestellt,2025-08-09,synthetic-error
log-000000362,362,  Qualitätsring   143,Ostfeld,76678,D,49.1992105,12.3774294,SHP-500362,Beispielkurier,438.61,verloren,04.03.2025,synthetic-normal
log-000000363,363,Schemaweg 144,Datenheim,84597,Deutschland,50.4380695,13.6520346,SHP-500363,DemoLogistik,191.73,unterwegs,05/03/2025,synthetic-normal
log-000000364,364,Spaltenweg 145,Südwinkel,12516,DE,54.6698433,6.0036041,SHP-500364,SynthExpress,362.27,zugestellt,06/03/2025,synthetic-normal
log-000000365,365,Pipelineweg 146,Südwinkel,20435,Deutschland,50.493847,13.0286731,SHP-500365,Beispielkurier,6.66,zugestellt,2025/03/07,synthetic-normal
log-000000366,366,Datenstr. 147,Nordhafen,ABCDE,D,48.6801884,14.0404306,SHP-500366,Musterfracht,100000,verloren,2025-03-08,synthetic-error
log-000000367,367,Datenstrasse 148,Nordhafen,36273,deu,50.8934741,12.0692693,SHP-500367,Musterfracht,197.81,zugestellt,09.03.2025,synthetic-normal
log-000000368,368,  Schemaweg   149,Südwinkel,44192,Deutschland,54.0451488,-220.0,SHP-500368,DemoLogistik,-4,angekuendigt,10.03.2025,synthetic-error
log-000000369,369,Koordinatenplatz 142,Ostfeld,86579,Deutschland,53.3553366,12.4729828,SHP-500141,SynthExpress,652.62,verloren,22/05/2025,synthetic-normal
log-000000370,370,Spaltenweg 151,Nordhafen,60030,deu,48.4985083,6.6408943,SHP-500370,Musterfracht,775.07,angekuendigt,2025-03-12,synthetic-normal
log-000000371,371,Pipelineweg 152,Westbogen,67949,Deutschland,53.4219929,9.8362139,SHP-500371,DemoLogistik,429.13,angekuendigt,2025/03/13,synthetic-normal
log-000000372,372,  Spaltenweg   153,Datenheim,75868,D,48.7422964,7.5169659,SHP-500372,Musterfracht,718.94,zugestellt,2025/03/14,synthetic-normal
log-000000373,373,Vektorallee 154,Ostfeld,83787,Deutschland,53.527581,10.7827748,SHP-500373,Beispielkurier,731.59,angekuendigt,2025/03/15,synthetic-normal
log-000000374,374,Koordinatenplatz 155,Nordhafen,11706,D,48.7430078,12.0856625,SHP-500374,DemoLogistik,495.83,zugestellt,16/03/2025,synthetic-normal
log-000000375,375,Pipelineweg 156,Südwinkel,19625,deu,53.9385451,7.6591271,SHP-500375,Beispielkurier,77.1,unterwegs,2025-03-17,synthetic-normal
log-000000376,376,  Spaltenweg   109,Südwinkel,47432,D,47.4705899,6.1969278,SHP-500328,DemoLogistik,385.27,unterwegs,2025-01-29,synthetic-normal
log-000000377,377,Schemaweg 158,Datenheim,35463,DE,47.3994544,14.2735239,SHP-500377,Beispielkurier,561.08,angekuendigt,2025/03/19,synthetic-normal
log-000000378,378,Koordinatenplatz 159, Westbogen ,ABCDE,DE,52.8806826,13.4769998,SHP-500378,SynthExpress,,unterwegs,2025-03-20,synthetic-error
log-000000379,379,Qualitätsring 160,Datenheim,51301,D,52.9704237,12.8498075,SHP-500379,Musterfracht,421,verloren,2025/03/21,synthetic-normal
log-000000380,380,Prüfsummenstr. 161,Datenheim,59220,D,54.3947518,14.1028617,SHP-500380,Musterfracht,144.4,zugestellt,2025/03/22,synthetic-normal
log-000000381,381,Qualitätsring 162,Datenheim,67139,Deutschland,50.0360649,9.962112,SHP-500381,Beispielkurier,580.72,angekuendigt,2025-03-23,synthetic-normal
log-000000382,382,Schemaweg 163,Südwinkel,75058,deu,53.8034752,5.9996526,SHP-500382,Musterfracht,414.14,unterwegs,2025-03-24,synthetic-normal
log-000000383,383,  Vektorallee   183 ,WESTBOGEN,11258,deu,51.5860823,11.0136025,SHP-500182,Beispielkurier,769.18,zugestellt,2025/07/02,synthetic-normal
log-000000384,384,Schemaweg 165,Ostfeld,10896,deu,52.8804212,12.4569408,SHP-500384,Beispielkurier,199.96,unterwegs,2025/03/26,synthetic-normal
log-000000385,385,Pipelineweg 166,Datenheim,18815,D,47.8964282,6.3144889,SHP-500385,Musterfracht,461.03,zugestellt,2025/03/27,synthetic-normal
log-000000386,386,Qualitätsring 167,Vektorstetten,26734,D,47.7113724,10.6243268,SHP-500386,Musterfracht,695.84,unterwegs,28/03/2025,synthetic-normal
log-000000387,387,  Prüfsummenstraße   168, Datenheim ,34653,DE,48.9878508,8.4660039,SHP-500387,Beispielkurier,40.51,unterwegs,29.03.2025,synthetic-normal
log-000000388,388,Prüfsummenstr. 169,Datenheim,42572,D,53.181071,6.9994516,SHP-500388,DemoLogistik,596.28,verloren,30.03.2025,synthetic-normal
log-000000389,389,Qualitätsring 170,Ostfeld,50491,Deutschland,52.5040086,11.0993678,SHP-500389,SynthExpress,156.96,verloren,2025/03/31,synthetic-normal
log-000000390,390,Datenstr. 171,Westbogen,58410,D,52.0361844,9.8522635,SHP-500390,DemoLogistik,275.69,unterwegs,01/04/2025,synthetic-normal
log-000000391,391,Datenstrasse 172,Südwinkel,66329,Deutschland,47.404373,12.1829161,SHP-500391,SynthExpress,68.74,zugestellt,2025/04/02,synthetic-normal
log-000000392,392,Qualitätsring 173,Westbogen,74248,D,52.0351191,14.9291796,SHP-500392,SynthExpress,592.04,verloren,2025-04-03,synthetic-normal
log-000000393,393,  Datenstraße   174,Nordhafen,82167,DE,8.2960555,50.2537031,SHP-500393,Musterfracht,schwer,angekuendigt,2025-04-04,synthetic-error
log-000000394,394,Prüfsummenstraße 175,Ostfeld,10086,DE,48.7167721,10.4059876,SHP-500394,Beispielkurier,185.01,angekuendigt,2025-04-05,synthetic-normal
log-000000395,395,Prüfsummenstrasse 176,Vektorstetten,18005,Deutschland,50.0008738,8.5814011,SHP-500395,Musterfracht,266.92,angekuendigt,06/04/2025,synthetic-normal
log-000000396,396,Datenstr. 177, Westbogen ,25924,D,52.2926814,6.6077142,SHP-500396,Beispielkurier,651.91,unterwegs,2025/04/07,synthetic-normal
log-000000397,397,  Koordinatenplatz   178,Südwinkel,33843,deu,51.7158333,12.0932475,SHP-500397,DemoLogistik,776.43,unterwegs,08/04/2025,synthetic-normal
log-000000398,398,Prüfsummenstrasse 179,Datenheim,41762,deu,49.7129712,10.9275307,SHP-500398,SynthExpress,727.66,unterwegs,09/04/2025,synthetic-normal
log-000000399,399,  Koordinatenplatz   180,Westbogen,49681,D,52.9666339,13.3596263,SHP-500399,Musterfracht,23.68,unterwegs,10.04.2025,synthetic-normal
log-000000400,400,Schemaweg 181,Südwinkel,57600,DE,50.0303861,12.1308998,SHP-500400,Beispielkurier,609.98,unterwegs,2025/04/11,synthetic-normal
log-000000401,401,  Spaltenweg   182,Südwinkel,65519,deu,47.5449446,12.8337575,SHP-500401,SynthExpress,681.72,zugestellt,2025/04/12,synthetic-normal
log-000000402,402,Qualitätsring 183,Ostfeld,73438,D,52.5277566,13.7743291,SHP-500402,DemoLogistik,162.35,verloren,2025/04/13,synthetic-normal
log-000000403,403,  Koordinatenplatz   184,Vektorstetten,81357,DE,51.2569331,9.9548083,SHP-500403,SynthExpress,659.48,unterwegs,2025/04/14,synthetic-normal
log-000000404,404,Qualitätsring 185,Westbogen,89276,Deutschland,50.8062384,200.0,SHP-500404,SynthExpress,-4,unterwegs,2025/04/15,synthetic-error
log-000000405,405,  Prüfsummenstraße   186, Nordhafen ,17195,deu,14.0488811,50.7479736,SHP-500405,DemoLogistik,100000,verloren,2025-04-16,synthetic-error
log-000000406,406,Vektorallee 187,Vektorstetten,25114,D,52.1189504,6.5848202,SHP-500406,Beispielkurier,569.2,unterwegs,2025/04/17,synthetic-normal
log-000000407,407,Vektorallee 188,Südwinkel,ABCDE,DE,50.4888209,8.6475684,SHP-500407,Beispielkurier,schwer,zugestellt,18.04.2025,synthetic-error
log-000000408,408,  Spaltenweg   189,Datenheim,40952,DE,51.9206779,-220.0,SHP-500408,DemoLogistik,-4,verloren,2025/04/19,synthetic-error
log-000000409,409,Koordinatenplatz 88 ,DATENHEIM,41133,D,54.8743962,13.3779333,SHP-500307,SynthExpress,265.57,angekuendigt,08/01/2025,synthetic-normal
log-000000410,410,Qualitätsring 191,Nordhafen,56790,Deutschland,47.57908,13.6552294,SHP-500410,Musterfracht,502.95,zugestellt,2025-04-21,synthetic-normal
log-000000411,411,Vektorallee 214,Westbogen,16747,deu,50.5621551,6.6390325,SHP-500213,SynthExpress,66.03,angekuendigt,02.08.2025,synthetic-normal
log-000000412,412,  Vektorallee   193,Westbogen,72628,DE,48.0077598,8.5535092,SHP-500412,Musterfracht,528.77,verloren,2025-04-23,synthetic-normal
log-000000413,413,Spaltenweg 194,Westbogen,80547,Deutschland,51.3056008,10.6267451,SHP-500413,DemoLogistik,52.03,angekuendigt,2025-04-24,synthetic-normal
log-000000414,414,  Pipelineweg   195, Datenheim ,88466,Deutschland,50.5456074,13.5997413,SHP-500414,Musterfracht,423.2,zugestellt,25.04.2025,synthetic-normal
log-000000415,415,  Spaltenweg   196,Datenheim,16385,deu,52.6852617,14.8091705,SHP-500415,SynthExpress,583.37,angekuendigt,2025-04-26,synthetic-normal
log-000000416,416,  Qualitätsring   197,Westbogen,24304,Deutschland,51.5591578,11.6650326,SHP-500416,SynthExpress,590,unterwegs,27/04/2025,synthetic-normal
log-000000417,417,Datenstraße 198,Westbogen,32223,D,11.4671388,52.8054145,SHP-500417,SynthExpress,schwer,unterwegs,28.04.2025,synthetic-error
log-000000418,418,Spaltenweg 199,Ostfeld,40142,deu,52.0667237,14.0069366,SHP-500418,Musterfracht,383.34,verloren,2025/04/29,synthetic-normal
log-000000419,419,Datenstrasse 200,,48061,Deutschland,47.8032191,7.1736051,SHP-500419,SynthExpress,schwer,zugestellt,2025/04/30,synthetic-error
log-000000420,420,Pipelineweg 201,Westbogen,55980,DE,49.3633804,6.5985396,SHP-500420,DemoLogistik,311.71,zugestellt,2025/05/01,synthetic-normal
log-000000421,421,Vektorallee 202,Nordhafen,63899,deu,54.2414892,9.8827217,SHP-500421,SynthExpress,420.13,verloren,02.05.2025,synthetic-normal
log-000000422,422,Schemaweg 203,Nordhafen,71818,deu,48.859422,6.1362833,SHP-500422,Beispielkurier,585.98,angekuendigt,2025-05-03,synthetic-normal
log-000000423,423,  Koordinatenplatz   204, Nordhafen ,79737,Deutschland,not-a-number,12.7781432,SHP-500423,DemoLogistik,-4,zugestellt,04.05.2025,synthetic-error
log-000000424,424,Pipelineweg 205,Westbogen,87656,DE,47.4159511,11.5310937,SHP-500424,SynthExpress,352.95,unterwegs,05/05/2025,synthetic-normal
log-000000425,425,Schemaweg 206,Westbogen,15575,Deutschland,51.408386,6.2666809,SHP-500425,SynthExpress,754.63,verloren,2025-05-06,synthetic-normal
log-000000426,426,Spaltenweg 207,Südwinkel,23494,DE,54.6999824,200.0,SHP-500426,Beispielkurier,100000,unterwegs,2025-05-07,synthetic-error
log-000000427,427,  Spaltenweg   208,Südwinkel,31413,deu,53.8443317,11.4758672,SHP-500427,Musterfracht,568.2,verloren,08.05.2025,synthetic-normal
log-000000428,428,  Koordinatenplatz   209,Nordhafen,39332,D,48.1579416,10.2035992,SHP-500428,DemoLogistik,631.04,zugestellt,09/05/2025,synthetic-normal
log-000000429,429,Pipelineweg 210,Nordhafen,47251,Deutschland,51.3488663,9.4875116,SHP-500429,Beispielkurier,82.44,unterwegs,10.05.2025,synthetic-normal
log-000000430,430,Koordinatenplatz 211,Datenheim,55170,D,53.2607862,9.8052541,SHP-500430,Musterfracht,307.11,unterwegs,11.05.2025,synthetic-normal
log-000000431,431,  Pipelineweg   212,Nordhafen,63089,D,14.5941277,48.6389224,SHP-500431,SynthExpress,,angekuendigt,2025/05/12,synthetic-error
log-000000432,432,Vektorallee 213, Vektorstetten ,71008,deu,50.7426056,8.4818299,SHP-500432,Beispielkurier,72.52,unterwegs,13.05.2025,synthetic-normal
log-000000433,433,  Schemaweg   214,Westbogen,78927,DE,51.728725,11.425715,SHP-500433,Beispielkurier,456.26,unterwegs,14/05/2025,synthetic-normal
log-000000434,434,Datenstrasse 62,Vektorstetten,75239,DE,50.1514625,11.690954,SHP-500281,SynthExpress,169.03,angekuendigt,2025-10-09,synthetic-normal
log-000000435,435,Pipelineweg 67,Südwinkel,34834,deu,49.7978223,14.0296541,SHP-500286,Musterfracht,590.86,angekuendigt,14/10/2025,synthetic-normal
log-000000436,436,  Qualitätsring   217,Ostfeld,22684,Deutschland,52.7094798,9.5355004,SHP-500436,Beispielkurier,692.56,unterwegs,17.05.2025,synthetic-normal
log-000000437,437,  Koordinatenplatz   218,Vektorstetten,30603,deu,48.3205086,6.4600632,SHP-500437,SynthExpress,307.74,unterwegs,2025/05/18,synthetic-normal
log-000000438,438,  Vektorallee   219,Vektorstetten,38522,D,52.0366885,9.9804281,SHP-500438,Beispielkurier,108.71,verloren,2025/05/19,synthetic-normal
log-000000439,439,Spaltenweg 220,Westbogen,46441,D,54.3418898,11.1024416,SHP-500439,SynthExpress,483.7,angekuendigt,2025/05/20,synthetic-normal
log-000000440,440,Vektorallee 1,Nordhafen,54360,DE,11.6020982,49.1637579,SHP-500440,SynthExpress,-4,zugestellt,2025-05-21,synthetic-error
log-000000441,441,  Koordinatenplatz   2, Westbogen ,62279,Deutschland,48.573062,,SHP-500441,Musterfracht,,zugestellt,2025-05-22,synthetic-error
log-000000442,442,  Schemaweg   3,Datenheim,70198,DE,8.3562089,53.7709839,SHP-500442,DemoLogistik,-4,zugestellt,23/05/2025,synthetic-error
log-000000443,443,Datenstrasse 58,Westbogen,61383,D,47.8409662,7.947499,SHP-500057,Musterfracht,375.98,unterwegs,2025/02/27,synthetic-normal
log-000000444,444,Koordinatenplatz 5,Vektorstetten,86036,deu,50.9853807,13.1542225,SHP-500444,SynthExpress,527.36,zugestellt,2025-05-25,synthetic-normal
log-000000445,445,  Spaltenweg   6,Südwinkel,13955,D,52.8175931,7.339006,SHP-500445,Musterfracht,657.4,angekuendigt,26/05/2025,synthetic-normal
log-000000446,446,Spaltenweg 7,,21874,deu,50.186486,12.2915918,SHP-500446,Beispielkurier,,zugestellt,27.05.2025,synthetic-error
log-000000447,447,Prüfsummenstr. 8,Vektorstetten,29793,DE,10.6878988,48.0399688,SHP-500447,Musterfracht,,verloren,28/05/2025,synthetic-error
log-000000448,448,  Prüfsummenstraße   9,Vektorstetten,37712,deu,52.8807823,11.2162635,SHP-500448,DemoLogistik,204.35,zugestellt,29.05.2025,synthetic-normal
log-000000449,449,  Datenstraße   10,Nordhafen,12,D,49.9715248,12.472306,SHP-500449,Musterfracht,-4,unterwegs,2025-05-30,synthetic-error
log-000000450,450,Qualitätsring 85,Vektorstetten,17376,DE,48.721022,7.3989152,SHP-500304,SynthExpress,482.75,verloren,2025-01-05,synthetic-normal
log-000000451,451,Pipelineweg 12,Südwinkel,61469,D,52.2885992,14.0790544,SHP-500451,DemoLogistik,510.5,angekuendigt,01.06.2025,synthetic-normal
log-000000452,452,Spaltenweg 13,Vektorstetten,69388,Deutschland,49.2557581,12.9827279,SHP-500452,Musterfracht,748.95,angekuendigt,2025/06/02,synthetic-normal
log-000000453,453,Schemaweg 14,Ostfeld,77307,deu,51.9382943,7.441668,SHP-500453,Beispielkurier,206.67,angekuendigt,03.06.2025,synthetic-normal
log-000000454,454,  Pipelineweg   15,Nordhafen,85226,DE,47.8541882,11.05637,SHP-500454,Musterfracht,491.21,verloren,2025-06-04,synthetic-normal
log-000000455,455,  Datenstraße   16,Vektorstetten,13145,Deutschland,54.1750933,11.0866903,SHP-500455,Beispielkurier,512.3,verloren,2025/06/05,synthetic-normal
log-000000456,456,Pipelineweg 17,Vektorstetten,21064,D,48.2211477,10.7247975,SHP-500456,Musterfracht,649.84,zugestellt,06/06/2025,synthetic-normal
log-000000457,457,Pipelineweg 18,Westbogen,28983,DE,53.6929801,12.7961683,SHP-500457,Musterfracht,767.06,unterwegs,07.06.2025,synthetic-normal
log-000000458,458,  Schemaweg   19,Vektorstetten,36902,Deutschland,50.9974269,13.9439702,SHP-500458,Beispielkurier,528.62,unterwegs,08.06.2025,synthetic-normal
log-000000459,459,Spaltenweg 13,Datenheim,25028,deu,48.2757751,10.1725979,SHP-500012,DemoLogistik,63.1,zugestellt,2025/01/13,synthetic-normal
log-000000460,460,  Schemaweg   21,Ostfeld,52740,DE,47.5815244,6.315701,SHP-500460,SynthExpress,50.49,verloren,2025-06-10,synthetic-normal
log-000000461,461,Vektorallee 22,Nordhafen,60659,deu,51.0155998,5.9753797,SHP-500461,SynthExpress,418.54,unterwegs,11.06.2025,synthetic-normal
log-000000462,462,  Vektorallee   104 ,NORDHAFEN,87837,deu,53.0871901,7.9320991,SHP-500323,Musterfracht,758.97,zugestellt,24.01.2025,synthetic-normal
log-000000463,463,Vektorallee 24,Nordhafen,76497,DE,51.0782906,13.152412,SHP-500463,DemoLogistik,365,angekuendigt,13.06.2025,synthetic-normal
log-000000464,464,Prüfsummenstr. 25,Vektorstetten,84416,deu,49.7440831,14.67517,SHP-500464,DemoLogistik,785.76,angekuendigt,14.06.2025,synthetic-normal
log-000000465,465,Prüfsummenstrasse 26,Datenheim,12335,deu,50.6338252,14.3162149,SHP-500465,SynthExpress,113.08,unterwegs,2025-06-15,synthetic-normal
log-000000466,466,Vektorallee 27,Nordhafen,20254,DE,47.3549024,14.32046,SHP-500466,Musterfracht,300.97,verloren,2025/06/16,synthetic-normal
log-000000467,467,  Spaltenweg   28,Südwinkel,28173,DE,51.831667,12.3982286,SHP-500467,SynthExpress,511.9,zugestellt,17/06/2025,synthetic-normal
log-000000468,468,Pipelineweg 29, Datenheim ,36092,deu,50.8280417,11.5634711,SHP-500468,DemoLogistik,153.6,zugestellt,2025-06-18,synthetic-normal
log-000000469,469,  Spaltenweg   30,Vektorstetten,44011,DE,47.7106099,9.1505762,SHP-500469,DemoLogistik,548.23,verloren,19/06/2025,synthetic-normal
log-000000470,470,Datenstraße 31,Datenheim,51930,deu,48.5011466,6.0674001,SHP-500470,SynthExpress,606.75,angekuendigt,20.06.2025,synthetic-normal
log-000000471,471,Qualitätsring 32,Nordhafen,59849,Deutschland,49.0311437,7.9814889,SHP-500471,Beispielkurier,260.85,unterwegs,2025/06/21,synthetic-normal
log-000000472,472,Prüfsummenstrasse 33,Datenheim,67768,D,9.2360628,48.6532618,SHP-500472,Beispielkurier,-4,unterwegs,22/06/2025,synthetic-error
log-000000473,473,Datenstr. 34,Ostfeld,75687,D,50.4785011,12.7951242,SHP-500473,DemoLogistik,553.8,zugestellt,23.06.2025,synthetic-normal
log-000000474,474,Vektorallee 35,Datenheim,83606,D,53.8527128,7.791272,SHP-500474,Beispielkurier,489.26,verloren,24/06/2025,synthetic-normal
log-000000475,475,Prüfsummenstr. 220,Südwinkel,64261,D,54.5538427,12.8873769,SHP-500219,SynthExpress,688.67,angekuendigt,2025-08-08,synthetic-normal
log-000000476,476,Vektorallee 37,Nordhafen,19444,DE,54.8336786,12.547982,SHP-500476,SynthExpress,463.62,verloren,2025/06/26,synthetic-normal
log-000000477,477,  Spaltenweg   38, Datenheim ,27363,DE,52.5680148,9.5408863,SHP-500477,DemoLogistik,657.05,unterwegs,27/06/2025,synthetic-normal
log-000000478,478,Spaltenweg 39,Ostfeld,35282,DE,54.7207979,10.0665979,SHP-500478,DemoLogistik,72.67,verloren,28.06.2025,synthetic-normal
log-000000479,479,Datenstraße 40,Vektorstetten,43201,Deutschland,51.3349945,8.5286278,SHP-500479,Musterfracht,371.49,unterwegs,2025-06-29,synthetic-normal
log-000000480,480,Koordinatenplatz 41,Westbogen,51120,D,52.0054142,9.1632545,SHP-500480,DemoLogistik,745.8,angekuendigt,30.06.2025,synthetic-normal
log-000000481,481,Spaltenweg 42,Südwinkel,59039,Deutschland,49.9806087,8.2596922,SHP-500481,Beispielkurier,431.75,zugestellt,2025-07-01,synthetic-normal
log-000000482,482,Pipelineweg 130  ,VEKTORSTETTEN,71551,DE,50.7198062,12.0570027,SHP-500129,Musterfracht,658.69,unterwegs,10.05.2025,synthetic-normal
log-000000483,483,  Schemaweg   44,Vektorstetten,74877,DE,48.7314872,13.9326066,SHP-500483,SynthExpress,376.18,angekuendigt,2025/07/03,synthetic-normal
log-000000484,484,Pipelineweg 45,Vektorstetten,82796,deu,51.0720984,13.8499369,SHP-500484,SynthExpress,765.31,zugestellt,2025/07/04,synthetic-normal
log-000000485,485,  Koordinatenplatz   46,Vektorstetten,10715,DE,49.5155277,6.3791355,SHP-500485,DemoLogistik,105.71,zugestellt,2025/07/05,synthetic-normal
log-000000486,486,  Spaltenweg   47, Datenheim ,18634,deu,54.1269426,8.619754,SHP-500486,Musterfracht,629.48,unterwegs,2025/07/06,synthetic-normal
log-000000487,487,Vektorallee 48,Südwinkel,26553,deu,52.7097725,8.4242686,SHP-500487,DemoLogistik,676.43,unterwegs,07.07.2025,synthetic-normal
log-000000488,488,Spaltenweg 49,,34472,DE,52.3582049,14.7978076,SHP-500488,DemoLogistik,100000,zugestellt,2025/07/08,synthetic-error
log-000000489,489,  Datenstraße   50,Südwinkel,42391,D,54.3513658,7.2356901,SHP-500489,Musterfracht,97.28,zugestellt,2025/07/09,synthetic-normal
log-000000490,490,  Vektorallee   51,Nordhafen,50310,D,54.141326,7.0826943,SHP-500490,SynthExpress,603.35,zugestellt,2025-07-10,synthetic-normal
log-000000491,491,Pipelineweg 52,Vektorstetten,58229,deu,51.734079,7.8437235,SHP-500491,Musterfracht,356.83,unterwegs,2025-07-11,synthetic-normal
log-000000492,492,  Pipelineweg   53,Westbogen,66148,DE,54.2041968,9.1217968,SHP-500492,DemoLogistik,541.68,verloren,12/07/2025,synthetic-normal
log-000000493,493,Spaltenweg 54,,74067,D,53.4080098,8.455433,SHP-500493,Beispielkurier,schwer,verloren,13.07.2025,synthetic-error
log-000000494,494,Koordinatenplatz 55,Datenheim,81986,D,47.9722069,9.5670379,SHP-500494,Musterfracht,242.65,verloren,14.07.2025,synthetic-normal
log-000000495,495,Vektorallee 56, Ostfeld ,89905,Deutschland,51.5093886,6.1885428,SHP-500495,Musterfracht,604.22,zugestellt,2025/07/15,synthetic-normal
log-000000496,496,Datenstrasse 57,Vektorstetten,17824,D,48.2437446,11.9264038,SHP-500496,Musterfracht,21.57,verloren,16.07.2025,synthetic-normal
log-000000497,497,Pipelineweg 58,Nordhafen,25743,Deutschland,51.7160999,11.0032862,SHP-500497,Musterfracht,195.88,verloren,2025-07-17,synthetic-normal
log-000000498,498,Schemaweg 59,Südwinkel,33662,Deutschland,50.8039342,12.178204,SHP-500498,Musterfracht,14.13,unterwegs,2025-07-18,synthetic-normal
log-000000499,499,Koordinatenplatz 60,Datenheim,41581,DE,51.2053853,12.8512704,SHP-500499,DemoLogistik,729.69,angekuendigt,19.07.2025,synthetic-normal
log-000000500,500,Schemaweg 61,Vektorstetten,49500,Deutschland,48.0283339,11.1364291,SHP-500500,DemoLogistik,661.47,angekuendigt,20.07.2025,synthetic-normal
log-000000501,501,Koordinatenplatz 62,Südwinkel,57419,deu,53.619959,13.114982,SHP-500501,SynthExpress,387.97,verloren,2025/07/21,synthetic-normal
log-000000502,502,Spaltenweg 63,Westbogen,12,deu,53.5094941,13.9854827,SHP-500502,Musterfracht,-4,unterwegs,22/07/2025,synthetic-error
log-000000503,503,Qualitätsring 64,Südwinkel,73257,DE,50.5285186,12.8198179,SHP-500503,SynthExpress,113.97,angekuendigt,2025-07-23,synthetic-normal
